solution_0,solution_1,solution_2,solution_3,solution_4,solution_5,solution_6,solution_7,solution_8,solution_9,solution_10,solution_11,solution_12,solution_13,solution_14,solution_15,solution_16,solution_17,solution_18,solution_19,solution_20,solution_21,solution_22,solution_23,solution_24,solution_25,solution_26,solution_27,solution_28,solution_29,solution_30,solution_31,solution_32,solution_33,solution_34,solution_35,solution_36,solution_37,solution_38,solution_39,solution_40,solution_41,solution_42,solution_43,solution_44,solution_45,solution_46,solution_47,solution_48,solution_49,objective,measures_0,measures_1,threshold,index
0.17456189670528682,-4.438378887258938,3.0801351598464084,-0.8208135398507574,1.2051025484787787,-1.4089359294180026,0.55069114039719,4.082741428448817,-1.408755449709404,-0.779309151878799,1.2859380953581567,-0.012500800683675872,-1.5161179614055218,-1.6565222509543533,1.850277630769661,-4.575916491351783,1.4436044436671154,0.26553325506524506,3.357787296052716,-1.0180339306683415,1.9592116487421778,-1.0343564767298374,1.2694214905565158,2.5395381428156383,2.676840610470303,0.16596606433504857,1.9426150381975238,0.6628835874833332,-2.781233171297235,-1.900748642574856,-0.10981960040133237,1.483903681293722,-1.4976258839730798,4.839023143360942,-1.7411481462934475,1.8019462892045035,1.8985463553277828,-2.9221036196610086,2.483557371010874,-2.848831595593671,-1.2967246340346084,-0.6830313015614848,-0.5674035576628751,-2.6591070689335314,0.49207236490820205,1.3981520492425563,0.6192828176849792,2.3816467237585988,-0.41397903044299555,-1.1142305715898593,0.7263830816022386,0.0011262936523612664,0.10755581866053521,0.7263830816022386,5
-0.33770276588321957,1.3942843361780433,0.28268081734189665,-0.041260511215957564,0.17052808651750645,0.4062163697070954,-0.2402599172466795,0.26078752625494883,0.735120767370232,0.013034391844913742,-0.44912518338314233,-0.15191743790173345,0.06540281659842592,-0.4365759199253005,-0.3387296776997849,-0.12158989700731644,-0.30397643139577785,-0.3291434199422173,-0.32648083914057385,0.23626730861681855,-0.28015504545838077,-0.48239843175185193,0.5960002474474428,0.5860664248190186,0.08191588772793143,-0.31365146166601854,0.0878729697903993,0.1921101747964734,-0.025282252693642863,0.20697986993949452,-0.06500051067600573,-0.2715654994274415,0.4069990041837631,0.16749402543582248,-0.25819763476244,-0.015241744621108708,0.11153951668069527,-0.26626384274627357,-0.4849945977995982,-0.04396067428637381,0.24847927629884173,0.43134331261303466,0.7103360402771444,0.7067979704024203,0.08269732831172506,-0.11042856830791184,-0.615347532172986,-0.060907739311392775,0.2932164397111044,0.8232963779547806,0.7565483445631621,0.0013905512611515768,0.1361615446738017,0.7565483445631621,6
0.37040290805535125,-0.6720931059365973,-0.03384730084206141,-0.6710508972613524,0.07623726596779051,-0.5092543488299555,-0.2748190880685716,0.27924217156518255,-0.26102308376437056,0.1845880810810173,0.15872942885062594,-0.014933089355129027,-0.20759271579164612,0.43887308273382475,-0.32697007613020906,-0.2682160543891865,-0.379948544388533,0.16022591201959682,-0.7096169999831714,-0.9623593050480308,-0.508653847859859,-0.614557418872694,0.08410539253936981,1.0492743737826917,0.5563373262720023,-0.7414244114946823,0.11882911801379772,-0.054704658946883436,0.08653576121233865,0.9406117894953849,0.7453904922670159,-0.47896250245516114,0.12551512196250308,-0.4145420392320745,-0.39030771951908505,-0.1744709210554252,0.020449933669305528,-0.16848677118704916,0.30096902777438317,0.46391996082330056,0.058928380814833946,0.8304182462208222,0.2418205782512108,0.3163067809995835,-0.173910844585237,0.47531357912581684,-0.5378049435017712,0.5887930557041491,-0.26884655930279183,-0.4022357861068944,0.7754478203415729,0.0021734437675664754,0.1586130259200106,0.7754478203415729,7
0.3589723524467703,-0.13332295814794862,0.10238357465932452,-0.015400144477635058,0.471584712558008,-0.4154286677787332,0.5895085328458222,0.6481284596666833,0.4042405054977364,0.2665566967101338,-0.7799956449503688,-1.113609354763638,-0.649418911808012,-0.6908416643838748,-0.7725231637143215,0.035718871127939034,-0.2907555142521875,0.14956844693833896,-0.1496036821137207,0.7062553083444996,0.4033617258535087,-0.7730673201557465,0.6994323105998402,1.379460649901676,0.33035742308590077,0.26896188493616224,-0.4076388934473132,0.19594091010370818,-0.23895669568339306,-0.11203872430847572,1.0861313225518903,-0.08189445168811121,-1.2498035624596713,0.9266741799909615,-0.9817851960241848,0.6174033041271471,0.31099731761794597,0.22971829531125618,-0.4033583437215573,1.0786809775739183,0.4862771180963945,0.37170365525863514,0.5672926135809955,0.20072958386236872,-0.0007993860708460643,-0.4887838631884473,-0.7475495611439135,-0.517071254200236,-0.1859702616690294,-0.047341035532032366,0.8008160881063446,0.002637526230349441,0.1605798302381357,0.8008160881063446,8
0.42762169165120345,-4.330519819413879,3.1156123054606635,-0.37647528299855904,1.6282671462696814,-1.1077554463590384,0.42262815239323825,3.4889460608326206,-2.173251919003027,-0.8996705235186324,2.1029317364699023,0.9079574143474892,-0.6071084941289757,-1.5844796672770605,1.1801234964471834,-3.47434045731952,1.3720875562260304,0.01961674971416083,2.912679249642653,-1.6527710283323356,1.1643710583666453,-0.892834496709054,1.160005118955909,3.1084779986851436,1.3293673639665127,1.218794265215068,0.8922397164053919,-0.029001151622040144,-3.047206550287873,-1.1808070126478027,-0.5653350622001108,1.838172060195184,-2.087357556603567,4.989030519452477,-0.32823056279402185,1.6364655600286404,1.4178613809173046,-2.800262164759661,1.0734169028329965,-2.300329234440193,-0.9250832773616556,-0.7406011600988341,-0.8732437486063462,-3.024854016135043,-0.4689473438048739,2.3011081336274066,0.9645112085307999,2.6464322487708802,-0.9085982899959937,-1.595219878232624,0.7416908007785785,0.003444535818029233,0.1897723523027055,0.7416908007785785,9
-0.33964912356328014,-3.9075123756678116,3.7254081494513627,0.5123616297727434,0.6856967813302094,-1.2139432420389007,0.5929204518639265,4.1337097971299075,-0.8354778586072396,-0.9241210349997331,1.428280904373143,0.1703786896081279,-1.3030163043380518,-2.445003145020411,1.133874930021279,-3.7622714774022126,2.582564857845173,0.5709477756590369,2.9381151556218827,-1.3107731866171828,1.0994998597099328,-0.8828556385620477,1.0748539944383584,2.6747793403005002,1.7401127075145313,-0.5163117985905022,1.3996414120536242,-0.025266779992273586,-2.361850025454101,-2.7383631558709345,-0.4319871313202644,1.3920964335264638,-2.05003439238275,4.5387869976896775,-0.1314870509124908,1.3500970731652853,2.493929748548277,-3.177058652387509,1.1588232022718654,-2.6903325360754455,-1.4047783704410757,-0.30713031716505945,-0.5378933170155489,-2.452882181753025,-0.41014963290846473,1.7748622708348945,1.4155378328108845,2.2002482573617073,0.14785635533771685,-1.559083151700721,0.695491579499644,0.005234479858790178,0.1785730369714129,0.695491579499644,58
-0.08812059892199087,-3.433669922352362,3.8079215264817323,-0.4246917893514566,1.3621527049249158,-1.1344492308123248,0.6190746569213327,3.683988565062196,-1.0527526847958275,-0.6594812262119609,1.5785459108306101,-0.1028553606960873,-1.0519174839849548,-2.8299409405549163,0.46138632503666654,-3.4419074254117072,1.4253176915930927,0.05828750722091372,2.0309869304281456,-1.765198608209498,0.5072171745423827,0.07147390827366995,1.5001351620232752,3.2766936790422436,0.7233680608486568,-0.4195680447403586,0.7610371096006312,-0.05509128314710682,-2.825480281102779,-2.1124021018010923,-0.5414939709344492,1.0812038683051568,-1.2225251597447775,4.6064246879192075,-0.12330386134356752,2.3810809546870693,1.2332944338393692,-2.4937415628362145,1.2663104196138888,-2.0059891652398045,-1.172504062605756,-0.4358424944850888,-0.7181724376054951,-2.4028794076957625,0.21979275631601874,1.6072241742479054,0.7879780711722713,1.9360079521655646,0.4282307930690753,-1.0879827977702268,0.7051871230131848,0.005170649259822925,0.19035717944501074,0.7051871230131848,59
1.6000952734864273,-4.526782537619438,3.6828943504188687,0.720691854173495,1.2854579382098272,-0.7053239702992791,1.413316163812789,5.0224806160401965,-0.535292283008094,-0.8323335461294078,2.045836125699098,0.9255347703965555,-0.7179438773482768,-1.6645339249250548,1.0283805906946455,-2.8616461878008006,1.13369553016549,-0.06054806438520295,2.1426559383102455,-1.8467196406992201,1.1355920057686382,0.2596953668438905,1.2463025996885948,3.267639322399201,0.9508767644935979,2.027009941070954,1.688923123406539,1.5764074068123375,-4.053879983747189,-1.4807408590900077,0.6252199518170135,-0.4158380182421282,-0.572999890549078,3.8249170839580375,-1.5289932349967796,2.9474624696991985,2.1731716940048877,-1.9924297250729177,0.9529310902938738,-1.6899774682226831,-0.35820740810384233,-1.2102139763678716,-2.6058177401473355,-2.276924799233288,1.3541540024984744,0.7899217378310869,1.3490828556229537,1.649180718895205,-0.34681740892220636,-0.5118474996659128,0.716962722717439,0.038842777293033266,0.5431549191059706,0.716962722717439,477
-0.36372840491546254,0.3877984983475992,0.7773635170577189,-0.2029429072746218,0.8073930149815687,-0.03503985862340073,0.17298653977417594,0.7479341144250871,1.860191781521603,-1.179093213005394,0.27536302731466855,0.40088433581539057,-1.1007373518780155,0.06446061160466976,-0.6560173862889864,0.07766790111482713,0.1409309970472179,0.852428912442675,-0.42766158480810607,0.9664970956268949,0.19579494315676826,0.44375948438561036,1.6457731086521095,0.4250173601132188,0.2576048624128411,0.21205323213159027,0.6857554314866154,0.5749358804579701,-0.32646070589965537,-0.4977149839490696,0.7584661467161147,-0.04141499593313733,-0.46275919755324424,0.7519569781723707,0.13248850807799906,0.9155680533255679,1.3892534273690624,-0.018244805858976865,-1.369003712385062,0.5855543176445581,0.7239181620173857,-0.1123674521099789,0.6905042549612872,-0.49814106402079406,1.6841352144068371,0.49396017667340736,-0.5541957865993467,-0.011483139088830085,-0.5960926549278979,0.1934795096785001,0.7407178185207111,0.000936139061381824,0.09998471969634526,0.7407178185207111,4
-1.691727438142033,-2.9672797737874568,4.178248886448659,0.8967693861885205,-0.8526687591620428,-0.5430803554242112,1.8246959926127821,6.184435157822695,-1.1832808561832588,-0.820700639044022,2.2979686604381167,1.0759375824857291,-1.4481562800251004,-0.4111671421435401,2.3155097886213247,-2.7138575657413386,2.7554814134761765,2.2846496190274865,2.273876929168149,-3.015410269826138,1.7706018716108027,-1.6134841384268956,0.9152061412262441,3.4669189707507906,1.2980813405968266,-1.6632002928982539,0.1762879950178392,-0.6751038079945522,-3.453119216968215,-3.802536646391341,-0.6851872115300192,1.4652058807012194,0.6207398422151038,7.604448229004376,0.0798978062677129,-0.20572643548973468,2.023760884814371,-2.2429502269999757,2.381734531544277,-1.726577281288144,0.327483115182405,-1.9846624030817113,-0.12969602364088328,-1.7916395368475404,-1.1763110496914877,2.198901920109352,2.8224013958583525,2.1099324154653245,-1.224438360028447,-2.0731761341880097,0.7206811642069237,0.018318486779762617,0.4089464260783706,0.7206811642069237,220
